Snapshots/Description,Snapshots/Encrypted,Snapshots/OwnerId,Snapshots/Progress,Snapshots/SnapshotId,Snapshots/StartTime,Snapshots/State,Snapshots/VolumeId,Snapshots/VolumeSize,Snapshots/Tags/0/Key,Snapshots/Tags/0/Value,Snapshots/Tags/1/Key,Snapshots/Tags/1/Value,Snapshots/Tags/2/Key,Snapshots/Tags/2/Value,Snapshots/Tags/3/Key,Snapshots/Tags/3/Value,Snapshots/Tags/4/Key,Snapshots/Tags/4/Value,Snapshots/Tags/5/Key,Snapshots/Tags/5/Value,Snapshots/Tags/6/Key,Snapshots/Tags/6/Value,Snapshots/StorageTier,Snapshots/Tags/7/Key,Snapshots/Tags/7/Value,Snapshots/Tags/8/Key,Snapshots/Tags/8/Value,Snapshots/KmsKeyId
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0b9b36c40db0dbd45,2021-11-04T00:16:07.077Z,completed,vol-0f40489d9e09606ef,30,Snapshot,true,MaintainedBY,DevOps,SnapshotCreator,DLM,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,artifactory,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0926d66119daf8ad5,2021-11-03T00:22:34.010Z,completed,vol-07f01f69de80f8304,30,dlm:managed,true,SnapshotCreator,DLM,MaintainedBY,DevOps,Name,xray,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,standard,CreatedBy,terraform,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0863bbd485c4afa21,2021-11-03T00:22:36.321Z,completed,vol-0f40489d9e09606ef,30,SnapshotCreator,DLM,Snapshot,true,CreatedBy,terraform,Name,artifactory,dlm:managed,true,MaintainedBY,DevOps,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0cec771e3e3cf9170,2021-11-02T00:19:57.142Z,completed,vol-07f01f69de80f8304,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,Name,xray,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,standard,SnapshotCreator,DLM,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-040105e44d6fb3b1d,2021-11-02T00:19:59.439Z,completed,vol-0f40489d9e09606ef,30,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,standard,SnapshotCreator,DLM,CreatedBy,terraform,
Created by CreateImage(i-02ed89aa35c0adb63) for ami-094342dca63369245,false,874747637540,100%,snap-033369ea08020b922,2021-11-01T04:37:41.571Z,completed,vol-08e9d747f46ec5270,50,Name,jenkins-agent-amzn2,Source,ami-084e3fc6ccfae9aae,Application,jenkins-agent,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0b36fcdaee92131f9,2021-11-01T00:13:15.509Z,completed,vol-0f40489d9e09606ef,30,CreatedBy,terraform,Name,artifactory,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,Snapshot,true,MaintainedBY,DevOps,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-006f8ec2d18330aa9,2021-11-01T00:13:13.092Z,completed,vol-07f01f69de80f8304,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,xray,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,standard,SnapshotCreator,DLM,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-09d13c380245eac80,2021-10-31T00:15:58.127Z,completed,vol-07f01f69de80f8304,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,MaintainedBY,DevOps,standard,Name,xray,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-07a68476982a016d2,2021-10-31T00:16:00.293Z,completed,vol-0f40489d9e09606ef,30,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,Name,artifactory,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,standard,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-051bbd44bc35812a5,2021-10-30T00:11:57.810Z,completed,vol-0f40489d9e09606ef,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,SnapshotCreator,DLM,CreatedBy,terraform,Snapshot,true,MaintainedBY,DevOps,standard,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,artifactory,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-07298a2c7e69af6fa,2021-10-30T00:11:55.394Z,completed,vol-07f01f69de80f8304,30,CreatedBy,terraform,dlm:managed,true,Name,xray,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,standard,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0374aa68b5939be07,2021-10-29T00:08:29.058Z,completed,vol-0f40489d9e09606ef,30,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,SnapshotCreator,DLM,Snapshot,true,standard,CreatedBy,terraform,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0ae6c900abe7b7661,2021-10-29T00:08:27.023Z,completed,vol-07f01f69de80f8304,30,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,SnapshotCreator,DLM,Snapshot,true,standard,MaintainedBY,DevOps,Name,xray,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0be0a69ab16cf60eb,2021-10-28T00:16:26.279Z,completed,vol-07f01f69de80f8304,30,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,SnapshotCreator,DLM,MaintainedBY,DevOps,standard,Name,xray,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0cc1b7dc7597f91d2,2021-10-28T00:16:28.369Z,completed,vol-0f40489d9e09606ef,30,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,artifactory,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,dlm:managed,true,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0efe5cf2db66f3f71,2021-10-27T00:20:58.012Z,completed,vol-07f01f69de80f8304,30,Snapshot,true,MaintainedBY,DevOps,Name,xray,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,CreatedBy,terraform,dlm:managed,true,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0a4a620c324a9f18d,2021-10-27T00:21:00.167Z,completed,vol-0f40489d9e09606ef,30,MaintainedBY,DevOps,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,artifactory,Snapshot,true,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,CreatedBy,terraform,standard,SnapshotCreator,DLM,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-01d61932233cbdd15,2021-10-26T00:11:22.161Z,completed,vol-07f01f69de80f8304,30,Snapshot,true,MaintainedBY,DevOps,Name,xray,SnapshotCreator,DLM,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,standard,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-09912899aa91ce999,2021-10-26T00:11:24.450Z,completed,vol-0f40489d9e09606ef,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,standard,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created by CreateImage(i-0a421bff7cb3d1a05) for ami-0ea6ee1a4c1bc1e16,false,874747637540,100%,snap-0442cdbea3825e51f,2021-10-07T22:00:06.991Z,completed,vol-0c7cf728bf4d2a273,50,Source,ami-084e3fc6ccfae9aae,Application,jenkins-agent,Name,jenkins-agent-amzn2,,,,,,,,,standard,,,,,
Created by CreateImage(i-0411a3b38dc77a853) for ami-0cad42c008f681ea4,false,874747637540,100%,snap-07b5a222345903844,2021-10-07T20:44:34.172Z,completed,vol-0bf7084f2944f1919,50,Source,ami-084e3fc6ccfae9aae,Name,jenkins-dtw-agent-amzn2,Application,jenkins-dtw-agent,,,,,,,,,standard,,,,,
Created by CreateImage(i-04abedf463c6d01d6) for ami-0d6facc8c0e9f60f8,false,874747637540,100%,snap-0694fd3762cef3455,2021-10-07T12:07:00.419Z,completed,vol-00c6b20031f62aa9d,50,Application,jenkins-agent,Source,ami-084e3fc6ccfae9aae,Name,jenkins-agent-amzn2,,,,,,,,,standard,,,,,
Created by CreateImage(i-0353256709ff0820c) for ami-05fa2139dfe5373ed,false,874747637540,100%,snap-084049b8eb7120959,2021-10-06T19:46:42.920Z,completed,vol-05c0af408a1c31de5,50,Source,ami-084e3fc6ccfae9aae,Application,jenkins-agent,Name,jenkins-agent-amzn2,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0b43559d2209c63ec,2021-09-29T00:12:34.767Z,completed,vol-09c9736a77bca1d96,30,Snapshot,true,MaintainedBY,DevOps,Name,artifactory,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,standard,CreatedBy,terraform,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0a17d96ee8ee4ea0d,2021-09-28T00:10:51.243Z,completed,vol-09c9736a77bca1d96,30,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,standard,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0e1552ab6968425a3,2021-09-28T00:10:52.005Z,completed,vol-0091269b6fb4e2a5b,30,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,sonarqube,standard,MaintainedBY,DevOps,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0f9b128903268289c,2021-09-27T00:19:56.889Z,completed,vol-09c9736a77bca1d96,30,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,CreatedBy,terraform,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,Name,artifactory,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0e332331f888505af,2021-09-27T00:19:57.921Z,completed,vol-0091269b6fb4e2a5b,30,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-09e5152631b720fd3,2021-09-26T00:09:40.908Z,completed,vol-09c9736a77bca1d96,30,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,SnapshotCreator,DLM,Snapshot,true,MaintainedBY,DevOps,standard,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0e3a57e44b882a58e,2021-09-26T00:09:41.616Z,completed,vol-0091269b6fb4e2a5b,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,Snapshot,true,standard,MaintainedBY,DevOps,Name,sonarqube,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-09f2e0087a65735b6,2021-09-25T00:19:10.208Z,completed,vol-09c9736a77bca1d96,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,standard,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-011715d875a248298,2021-09-25T00:19:10.959Z,completed,vol-0091269b6fb4e2a5b,30,MaintainedBY,DevOps,Name,sonarqube,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,CreatedBy,terraform,standard,SnapshotCreator,DLM,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0c4fb3364ba33f287,2021-09-24T00:20:33.002Z,completed,vol-0091269b6fb4e2a5b,30,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,standard,Name,sonarqube,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0a438e0b58c44d63b,2021-09-24T00:20:32.290Z,completed,vol-09c9736a77bca1d96,30,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,dlm:managed,true,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0d07fe3ae8721077b,2021-09-23T00:09:06.325Z,completed,vol-0091269b6fb4e2a5b,30,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard,MaintainedBY,DevOps,Name,sonarqube,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-084ec38f2549f322f,2021-09-23T00:09:05.605Z,completed,vol-09c9736a77bca1d96,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,Snapshot,true,MaintainedBY,DevOps,Name,artifactory,standard,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0013bd7e768ac0a79,2021-09-22T00:15:03.442Z,completed,vol-09c9736a77bca1d96,30,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard,Name,artifactory,MaintainedBY,DevOps,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0c29aed40ac9f894a,2021-09-22T00:15:04.262Z,completed,vol-0091269b6fb4e2a5b,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,Name,sonarqube,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Snapshot,true,standard,SnapshotCreator,DLM,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-027a06654df34c30d,2021-09-21T00:11:18.980Z,completed,vol-09c9736a77bca1d96,30,MaintainedBY,DevOps,SnapshotCreator,DLM,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,CreatedBy,terraform,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0d33c854513ad5dbf,2021-09-21T00:11:19.793Z,completed,vol-0091269b6fb4e2a5b,30,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,sonarqube,MaintainedBY,DevOps,SnapshotCreator,DLM,Snapshot,true,standard,dlm:managed,true,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-02b40df700ca840b0,2021-09-20T00:20:31.892Z,completed,vol-0091269b6fb4e2a5b,30,Snapshot,true,MaintainedBY,DevOps,Name,sonarqube,SnapshotCreator,DLM,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,standard,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0e19ba307523e5d5f,2021-09-20T00:20:31.160Z,completed,vol-09c9736a77bca1d96,30,dlm:managed,true,Name,artifactory,SnapshotCreator,DLM,MaintainedBY,DevOps,CreatedBy,terraform,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0fe17fa78b75ba845,2021-09-19T00:16:11.962Z,completed,vol-0091269b6fb4e2a5b,30,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Snapshot,true,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,dlm:managed,true,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-032b3e763390ebdc6,2021-09-19T00:16:11.212Z,completed,vol-09c9736a77bca1d96,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,CreatedBy,terraform,Name,artifactory,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,standard,MaintainedBY,DevOps,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0064f160bc90f839e,2021-09-18T00:16:13.886Z,completed,vol-0091269b6fb4e2a5b,30,Snapshot,true,MaintainedBY,DevOps,Name,sonarqube,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,standard,SnapshotCreator,DLM,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0012c783c4ab43137,2021-09-18T00:16:13.179Z,completed,vol-09c9736a77bca1d96,30,SnapshotCreator,DLM,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,artifactory,standard,MaintainedBY,DevOps,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-091ed34731b1cc847,2021-09-17T00:10:23.031Z,completed,vol-09c9736a77bca1d96,30,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,MaintainedBY,DevOps,Name,artifactory,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-021066183b6a13b7b,2021-09-17T00:10:24.238Z,completed,vol-0091269b6fb4e2a5b,30,Snapshot,true,Name,sonarqube,MaintainedBY,DevOps,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,standard,dlm:managed,true,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0fe9c3f18aa68fcc3,2021-09-16T00:21:25.297Z,completed,vol-0091269b6fb4e2a5b,30,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,Snapshot,true,MaintainedBY,DevOps,Name,sonarqube,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0a36c996cc80da655,2021-09-16T00:21:23.900Z,completed,vol-09c9736a77bca1d96,30,MaintainedBY,DevOps,SnapshotCreator,DLM,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,standard,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0a55605d372f86574,2021-09-15T00:11:56.012Z,completed,vol-0091269b6fb4e2a5b,30,Snapshot,true,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0f1a65974495a7640,2021-09-14T00:17:12.927Z,completed,vol-0ae0de0f416c6c6eb,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,Name,sonarqube,Snapshot,true,SnapshotCreator,DLM,standard,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,
